country,username,post_id,uploader_id,collection_time,upload_date,post_text,comments_amount,retweet_amount,like_amount,views_amount,conflict_sentiment,lang,israel_related_similarity,israel_related_class_from_similarity,conflict_sentiment_v,cluster_idx,cluster_label
us,repgregsteube,1740772719359033507_a,1083125649609506816_a,2023-12-29 17:38:05.857000,2023-12-29 16:32:12,"It’s an honor to serve you in Congress! This year, our office worked on 1,193 cases for Floridians in FL-17, including delivering 340 successful passports, advocating to FEMA on behalf of 66 families, and recovering $2.4 million dollars from federal agencies.

If my office can… https://t.co/vf4JoHlbDY",12,2,12,634.0,0,en,0.7142575784983161,0.0,0,2,Public Service and Community Engagement
us,gopmajoritywhip,1740764614344990976_a,2914515430_a,2023-12-29 17:38:06.742000,2023-12-29 16:00:00,"This year, the @HouseGOP delivered on our commonsense, conservative agenda:

- Strongest border security bill since 1996
- Largest pay raise for service members in 20 years
- Holding the Biden administration accountable

And we’re just getting started.",44,9,44,4846.0,0,en,0.723983684998601,1.0,0,2,Public Service and Community Engagement
us,repdanbishop,1740766959514620168_a,1176522535531360257_a,2023-12-29 17:38:07.232000,2023-12-29 16:09:19,"While you were celebrating Christmas with your family, the Biden admin was working overtime to facilitate the invasion on our southern border 👇",30,63,162,5477.0,0,en,0.7318590471358158,1.0,0,1,U.S. Immigration and Border Security
us,repdanbishop,1740765346016149526_a,1176522535531360257_a,2023-12-29 17:38:07.232000,2023-12-29 16:02:55,"RT @StephenM: Republicans need to internalize this: Democrats are not “soft.” They are radical, they are extreme, they are woke, but not so…",0,742,0,,0,en,0.6923665384932564,0.0,0,2,Public Service and Community Engagement
us,repdanbishop,1740764050982883618_a,1176522535531360257_a,2023-12-29 17:38:07.232000,2023-12-29 15:57:46,"RT @BillMelugin_: BREAKING: CBP sources tell FOX there have now been over 276,00 migrant encounters at the southern border in December, the…",0,1931,0,,0,en,0.7249110192144762,1.0,0,1,U.S. Immigration and Border Security
us,repsusanwild,1740741964956651971_a,1069636653353000962_a,2023-12-29 17:38:07.613000,2023-12-29 14:30:00,"No one should have to decide between paying bills and protecting their health. That is why I am working hard to lower drug costs for hardworking Pennsylvanians, so everyone can afford the health care they need.
https://t.co/ZrnCi1bbYf",5,4,12,368.0,0,en,0.7228615067421079,1.0,0,2,Public Service and Community Engagement
us,repgusbilirakis,1740784745695351053_a,26051676_a,2023-12-29 17:38:08.162000,2023-12-29 17:20:00,We can’t keep spending money we don’t have and adding to our enormous national debt which is why I’m fighting to restore fiscal sanity. https://t.co/LCXP45lmmm,5,4,8,257.0,0,en,0.722859158020988,1.0,0,2,Public Service and Community Engagement
us,repgabevasquez,1740770904509206729_a,1610096539577487360_a,2023-12-29 17:38:07.879000,2023-12-29 16:25:00,"NM’s youth deserve a quality education &amp; teachers deserve fair pay.

This year, I’ve worked to bring millions in federal investments for education and spoke with educators across the district to improve educational outcomes - our future depends on it. We must do more. https://t.co/NgOHOeSV3r",5,2,6,191.0,0,en,0.7191832907209053,1.0,0,2,Public Service and Community Engagement
us,repchrispappas,1740734420250956211_a,1067748650485497862_a,2023-12-29 17:38:08.125000,2023-12-29 14:00:01,"Ensuring NH’s federal workers’ pay keeps pace with our changing economy is common sense.

Pleased to see this change will give our dedicated federal workers the raise they deserve &amp; ensure our federal agencies can continue to attract qualified employees.
➡️https://t.co/j4NL71oBAh https://t.co/k44ve7IR8e",2,0,3,359.0,0,en,0.697511754229765,0.0,0,2,Public Service and Community Engagement
us,repmgp,1740788515921940679_a,1603127874512453632_a,2023-12-29 17:38:08.590000,2023-12-29 17:34:59,RT @RepJoeNeguse: A national Right to Repair Law would ensure farmers &amp; ranchers across the country have more options to fix their equipmen…,0,27,0,,0,en,0.6933846762695082,0.0,0,2,Public Service and Community Engagement
us,repgusbilirakis,1740739195638042652_a,26051676_a,2023-12-29 17:38:08.162000,2023-12-29 14:19:00,"As record numbers of migrants continue to flood into our country, I’m fighting to secure the border! https://t.co/WhQsqWHAj3",19,2,20,966.0,0,en,0.7554347099037618,1.0,0,1,U.S. Immigration and Border Security
us,repdlesko,1740757063720960476_a,996094929733652481_a,2023-12-29 17:38:08.956000,2023-12-29 15:30:00,"The Biden Family story has changed almost by the week, the American people deserve the truth – we will find it!",19,7,33,1204.0,0,en,0.7126091925921664,0.0,0,-1,outlier
us,senstabenow,1740769718087340052_a,76456274_a,2023-12-29 17:38:08.860000,2023-12-29 16:20:17,"The U.S. unemployment rate has been below 4% for 22 months in a row, the longest stretch in more than 50 years.",41,42,109,3540.0,0,en,0.715893805513316,1.0,0,2,Public Service and Community Engagement
us,repmarkalford,1740775121206620240_a,1612483604071727104_a,2023-12-29 17:38:09.349000,2023-12-29 16:41:45,"She's the lawyer that took down Liz Cheney to become Wyoming's only U.S. Representative. This week we're chatting with @RepHageman.

We'll be on KCMO (KC) -- 95.7FM on Saturday at 1:00pm CT and Sunday at 8:30am CT.

We'll also be on KEYK (Osage Beach) -- 89.3FM.

Check it out! https://t.co/H1o1hhJdol",4,1,4,155.0,0,en,0.6812475352577019,0.0,0,2,Public Service and Community Engagement
us,repkweisimfume,1740781989714694596_a,1276209702322438148_a,2023-12-29 17:38:09.323000,2023-12-29 17:09:03,"Need a New Passport? Apply or Renew Your Passport Now. 

U.S. #passport processing times are the fastest they’ve been since March 2020. Don’t wait … renew your passport or apply for a new passport today. Waiting for the last minute to apply or renew will cause lots of headaches… https://t.co/hjctBXFb2o",0,0,0,69.0,0,en,0.6853516777024379,0.0,0,-1,outlier
us,repmarkalford,1740769868360933674_a,1612483604071727104_a,2023-12-29 17:38:09.349000,2023-12-29 16:20:53,RT @HouseGOP: https://t.co/LONuPxzGzx,0,19,0,,0,en,0.7259263935447647,1.0,0,2,Public Service and Community Engagement
us,repkaygranger,1740728122549657664_a,161743731_a,2023-12-29 17:38:10.514000,2023-12-29 13:35:00,"Today in 1845, the great state of Texas became the 28th state in the Union! https://t.co/7kb4pCgq1x",40,6,65,3325.0,0,en,0.6911215677193987,0.0,0,-1,outlier
us,replalota,1740740860189577465_a,1588581125177442305_a,2023-12-29 17:38:09.798000,2023-12-29 14:25:37,"In my first year, I was proud to cosponsor 187 bills to improve the lives of ALL Long Islanders.

Looking forward to working with more of my incredible colleagues in the New Year to work for We the People! https://t.co/wHlUEqvKEA",12,2,14,506.0,0,en,0.7028452055067882,0.0,0,2,Public Service and Community Engagement
us,repgallagher,1740773125837725983_a,815966620300480514_a,2023-12-29 17:38:10.732000,2023-12-29 16:33:49,Rep. Gallagher and his team are working hard for Northeast Wisconsin! Take a look at a recap of 2023 by the numbers: https://t.co/KlKzJGVzr2,9,4,19,1652.0,0,en,0.7236164956276687,1.0,0,2,Public Service and Community Engagement
us,senatortimscott,1740779874975932741_a,217543151_a,2023-12-29 17:38:10.854000,2023-12-29 17:00:38,"It is an absolute privilege to get up every day and serve the great people of South Carolina. 
 
To read more about the work my office has done this year, visit https://t.co/i0xPdhxZlC!",11,1,30,4960.0,0,en,0.6920523482405968,0.0,0,2,Public Service and Community Engagement
us,reppetestauber,1740758906480271673_a,1075830599007510535_a,2023-12-29 17:38:11.756000,2023-12-29 15:37:19,"Vietnam veteran Bill Hanegmon recently received the Distinguished Flying Cross, and it was an honor to celebrate him yesterday.

Bill received this medal for his heroic and lifesaving actions during aerial combat 53 years ago. Our nation will never forget his courage under fire. https://t.co/OTupCEs6Vt",3,0,8,317.0,0,en,0.7319000676338184,1.0,0,2,Public Service and Community Engagement
us,chelliepingree,1740734418220642751_a,14984637_a,2023-12-29 17:38:11.764000,2023-12-29 14:00:01,"As we celebrate and mark the gains made in 2023, we’re also reflecting on the hardships Maine has endured this year—from the recent storm’s destruction to the tragedy in Lewiston that has forever changed us as a state. https://t.co/C7qfG4WR8J",9,5,12,953.0,0,en,0.7543644301498265,1.0,0,2,Public Service and Community Engagement
us,repfranklin,1740778586305401282_a,1343664721384398849_a,2023-12-29 17:38:11.815000,2023-12-29 16:55:31,We've been busy working for YOU this year! #ByTheNumbers https://t.co/KPnPEx3DjJ,3,1,2,167.0,0,en,0.6939669373890178,0.0,0,2,Public Service and Community Engagement
us,repdavid,1740781527183802764_a,229197216_a,2023-12-29 17:38:11.947000,2023-12-29 17:07:12,"The highest single month ever recorded. 

Let that sink in.

The Biden administration’s open-border policies helped facilitate this chaos.

We need border security NOW.",6,2,8,507.0,0,en,0.7276182396761945,1.0,0,1,U.S. Immigration and Border Security
us,repogles,1740781892256047104_a,1603110823014141952_a,2023-12-29 17:38:11.838000,2023-12-29 17:08:39,Close. The. Border. NOW.,7,3,15,422.0,0,en,0.7434863386940922,1.0,0,1,U.S. Immigration and Border Security
us,repfletcher,1740783676852498851_a,1075904377221722113_a,2023-12-29 17:38:11.922000,2023-12-29 17:15:45,"Although Sugar Land has a long history, today we celebrate its 1959 incorporation. I'm proud to represent this diverse and growing community and to work with our #TX07 neighbors there.

Happy birthday, @SugarLandtxgov! https://t.co/nBMAwP8lPh",0,1,1,150.0,0,en,0.6989243520364986,0.0,0,-1,outlier
us,repbryansteil,1740783799066390817_a,1075205691621720064_a,2023-12-29 17:38:12.217000,2023-12-29 17:16:14,"RT @HouseAdmin: Flashback: Maine spent $74,000 in taxpayer money to help Bellows get elected.",0,2,0,,0,en,0.6853550755293287,0.0,0,2,Public Service and Community Engagement
us,reptenney,1740784745804698012_a,797201048490430465_a,2023-12-29 17:38:13.112000,2023-12-29 17:20:00,"Taking Trump, the frontrunner of the 2024 election, off the ballot is a very dangerous decision, threatening our democracy. This unconstitutional ruling should be overturned by the Supreme Court. 

Listen to more of my thoughts on this here: https://t.co/WWqmzQ4A8r",8,4,15,235.0,0,en,0.7043759089699513,0.0,0,2,Public Service and Community Engagement
us,reptenney,1740755416722653523_a,797201048490430465_a,2023-12-29 17:38:13.112000,2023-12-29 15:23:27,"NYC can end the migrant crisis with just a few steps:
✖️END Sanctuary City policies.
✖️STOP funding incentives that welcome migrants.
✖️DEPORT migrants who do not have valid asylum claims. 

Mayor Adams &amp; Governor Hochul could quickly fix this, yet they refuse to take… https://t.co/y6fRrkuMOT",16,12,38,783.0,0,en,0.7317289833188896,1.0,0,1,U.S. Immigration and Border Security
us,repogles,1740746153208246429_a,1603110823014141952_a,2023-12-29 17:38:11.838000,2023-12-29 14:46:39,I refuse to let 2024 begin with the same Washington back room deals and betrayal of the American People we’ve all come to know and hate.,12,8,65,2683.0,0,en,0.7156280718393664,1.0,0,2,Public Service and Community Engagement
us,repcardenas,1740776440805933565_a,1222257180_a,2023-12-29 17:38:13.788000,2023-12-29 16:47:00,"This year we saw $26 million Community Project Funding that I secured for FY23 start to make an impact here in the Valley. My team and I also work with educational institutions, local governments, and nonprofits to help them take advantage of other federal funding. https://t.co/K121VlHwx4",0,2,2,138.0,0,en,0.7237387415214671,1.0,0,2,Public Service and Community Engagement
us,repcohen,1740769664668508528_a,162069635_a,2023-12-29 17:38:13.808000,2023-12-29 16:20:04,"9-year-old asks Nikki Haley if she would pardon former President Trump, ‘I would’ https://t.co/kVAWUQEOo4 via @nbcnews
What is in the best interest of the country would be that no one is above the law and a president who violates the law is no different.NIKKI IS A TRUMPLICANT!",4,8,29,1172.0,0,en,0.6984023740418961,0.0,0,2,Public Service and Community Engagement
us,reploritrahan,1740741963651989964_a,1079802482640019456_a,2023-12-29 17:38:13.813000,2023-12-29 14:30:00,"The cost of insulin for Medicare patients has been capped at $35/month, saving #MA3 seniors an average of $480/yr. That’s just 1 achievement in a year of working to lower prescription drug costs. To see what else we delivered, review my End of Year Report!https://t.co/HbmTu5d4rZ",1,3,4,399.0,0,en,0.6907633535923621,0.0,0,2,Public Service and Community Engagement
us,replcd,1740781977463300174_a,1583530102297600000_a,2023-12-29 17:38:13.878000,2023-12-29 17:09:00,"💰 In 2023, my office helped return over half a million dollars to constituents in #OR05 who were missing IRS refunds, veterans benefits, and more.

Please don't hesitate to contact my office if you need help with a federal agency: https://t.co/eDG42AoEzf https://t.co/pFgnnANy5D",2,1,4,143.0,0,en,0.7019035265001733,0.0,0,2,Public Service and Community Engagement
us,repcaraveomd,1740764864765718898_a,1610302050474102784_a,2023-12-29 17:38:14.798000,2023-12-29 16:01:00,"CO saw record traffic fatalities last year. We must improve road infrastructure &amp; safety standards to save lives.

I advocated for @weldgov to receive $400K from the #BipartisanInfrastructureLaw to keep our families safe.

Read more 👇🏽
https://t.co/ZB6hMxj9Qk",1,2,8,120.0,0,en,0.7094072465042576,0.0,0,2,Public Service and Community Engagement
us,sethmoulton,1740788836580692189_a,248495200_a,2023-12-29 17:38:15.171000,2023-12-29 17:36:15,"RT @afghanevac: 🇺🇸 Congressman @sethmoulton, a veteran himself, thanks volunteers and shares a powerful message about our duty to Afghan al…",0,4,0,,0,en,0.7173351727125921,1.0,0,2,Public Service and Community Engagement
us,repmoskowitz,1740768770665447428_a,1610009027743830018_a,2023-12-29 17:38:14.919000,2023-12-29 16:16:31,"Congrats to Hayden Ferrera and Martin Palencia on winning our first annual Congressional App Challenge! Their app, Eco-Folio, is truly an impressive creation, and I’m proud of all their hard work.

Thank you to everybody who coded for Congress this year! https://t.co/YOoLPSTL55",1,5,30,1887.0,0,en,0.695737233615008,0.0,0,-1,outlier
us,repspanberger,1740764639225598105_a,1078771401497161728_a,2023-12-29 17:38:14.830000,2023-12-29 16:00:06,"Virginians who dedicated much of their careers to public service — police officers, postal workers, federal employees — are being denied the retirement benefits they paid into.

Read how my bipartisan Social Security Fairness Act would right this wrong:
https://t.co/jYdt6VGTIg",7,28,59,1657.0,0,en,0.7161818165903523,1.0,0,2,Public Service and Community Engagement
us,repdesposito,1740765088867651701_a,1608215359462559746_a,2023-12-29 17:38:15.125000,2023-12-29 16:01:53,"🎥 WATCH: “67% of Americans say they are NOT confident in @POTUS to make wise decisions about immigration.” 

Frankly, 67% is too high. 

It should be 0% until @SenSchumer &amp; @POTUS pass and sign the Secure The Border Act. https://t.co/4h5k6iS5bz",8,2,1,337.0,0,en,0.694673394892882,0.0,0,1,U.S. Immigration and Border Security
us,repmattgaetz,1740780112705204507_a,818948638890217473_a,2023-12-29 17:38:15.803000,2023-12-29 17:01:35,"RT @QuiverQuant: Ethics Committee Chairman Michael Guest has actively traded energy stocks while in Congress.

He sits on an energy subcomm…",0,387,0,,0,en,0.7244566141889452,1.0,0,2,Public Service and Community Engagement
us,reprwilliams,1740775247333532025_a,1077446982_a,2023-12-29 17:38:17.051000,2023-12-29 16:42:15,RT @HouseGOP: https://t.co/LONuPxzGzx,0,19,0,,0,en,0.7259263935447647,1.0,0,2,Public Service and Community Engagement
us,repcasten,1740776944126562772_a,1083472286089396224_a,2023-12-29 17:38:16.779000,2023-12-29 16:49:00,I met with DuPage Habitat for Humanity to discuss their goals for next year and tour their 12 housing units. https://t.co/nNXKqHxX2k,3,2,24,552.0,0,en,0.7128035626543417,0.0,0,2,Public Service and Community Engagement
us,repjamescomer,1740787879411068976_a,1274852794206388225_a,2023-12-29 17:38:16.960000,2023-12-29 17:32:27,"In 2023, my office remained dedicated to assisting Kentuckians who needed help. 

My office and staff are ready for 2024 and strongly encourage constituents in Kentucky’s 1st Congressional District to reach out if you need assistance. https://t.co/MU4Mbj7R7j",7,6,20,686.0,0,en,0.7063046065581868,0.0,0,2,Public Service and Community Engagement
us,repmikegarcia,1740776375663927627_a,1262531473057423361_a,2023-12-29 17:38:16.924000,2023-12-29 16:46:44,"There have now been over 276k migrant encounters at the southern border in December. That’s the highest single month ever recorded.

This crisis is getting worse, not better. The White House needs to take its head out of the sand, reverse their policies that created this mess,…",10,8,17,709.0,0,en,0.755751552297681,1.0,0,1,U.S. Immigration and Border Security
us,jenkiggans,1740777445509468666_a,1112745685810589698_a,2023-12-29 17:38:18.152000,2023-12-29 16:50:59,RT @USATODAY: This Navy airman’s best man's speech has a surprise ending no one saw coming 🤵‍♂️ #militarykind https://t.co/nvr8Souiil,0,12,0,,0,en,0.7109352283559609,0.0,0,2,Public Service and Community Engagement
us,repciscomani,1740779903942004788_a,1603530970593775616_a,2023-12-29 17:38:18.563000,2023-12-29 17:00:45,Thank you to the @ReidParkZoo team for a behind the scenes tour of the zoo! Our kids have grown up visiting the zoo and we continue to be impressed with this treasure in our community and all they are doing for conservation. Can’t wait to go back! https://t.co/fifb4gHZjY,0,0,3,143.0,0,en,0.6852082057967599,0.0,0,2,Public Service and Community Engagement
us,repciscomani,1740769503661744305_a,1603530970593775616_a,2023-12-29 17:38:18.563000,2023-12-29 16:19:26,Strong finish to a great season — way to go @ArizonaFBall!,0,2,4,312.0,0,en,0.6768252754132185,0.0,0,-1,outlier
us,repciscomani,1740755772806754391_a,1603530970593775616_a,2023-12-29 17:38:18.563000,2023-12-29 15:24:52,"Great game last night, my friend! Looking forward to that @ChickasawNation chocolate 😀#BearDown",6,1,5,576.0,0,en,0.6674301867843265,0.0,0,-1,outlier
us,reppatryanny,1740748095393292539_a,1569400849130049537_a,2023-12-29 17:38:19.184000,2023-12-29 14:54:22,"I'm fighting every day to protect the benefits you've earned, and that means making them as accessible as possible!

If you need help navigating programs like Social Security or Medicare, reach out to my team at https://t.co/hlGdZv1vVL  or (845) 443-2930. https://t.co/6CeEDOeXla",1,1,3,236.0,0,en,0.7219296035455836,1.0,0,2,Public Service and Community Engagement
us,repmalliotakis,1740740647559073942_a,1344750588026900481_a,2023-12-29 17:38:19.814000,2023-12-29 14:24:46,"While other NYC politicians want to defund &amp; dismantle the #NYPD, I proudly continued delivering critical resources in 2023 to help them do their job, including millions for new police cars and plate readers to help stop vehicle thefts.",21,8,27,1718.0,0,en,0.7269605544822885,1.0,0,2,Public Service and Community Engagement
us,repwalberg,1740788269020017118_a,237862972_a,2023-12-29 17:38:19.906000,2023-12-29 17:34:00,"Throughout 2023, I've made it a priority to visit every community in #MI05. We opened up the first-ever congressional office in Niles, and passed numerous bills, including the CARS Act to block the EV mandate.

As the year ends, please take a moment to watch this message. https://t.co/LEk2gxEPgf",0,0,1,33.0,0,en,0.7155248423500824,1.0,0,2,Public Service and Community Engagement
us,repmichaelguest,1740730713488658518_a,1081243468327018496_a,2023-12-29 17:38:20.725000,2023-12-29 13:45:17,https://t.co/FcdVtk15FN,7,0,3,465.0,0,en,0.7484259059494537,1.0,0,-1,outlier
us,repkamlagerdove,1740760944752595250_a,1613235716669988871_a,2023-12-29 17:38:21.003000,2023-12-29 15:45:25,Californians have a little over a month left to enroll in health insurance for 2024. Visit @CoveredCA today to find the right plan for you and your family to ensure coverage in the new year. https://t.co/iPNxQqWTgb,0,1,1,68.0,0,en,0.684899720365163,0.0,0,-1,outlier
us,repjoshg,1740741549905047665_a,815310506596691968_a,2023-12-29 17:38:21.105000,2023-12-29 14:28:21,"I'm heartbroken that Judy, an American, was killed by Hamas terrorists alongside her husband on Oct 7.

She was a mother &amp; grandmother, taught English to children with special needs, &amp; worked to find peace in the region.

May their memories be a blessing.
https://t.co/8npbkp5TmL",2,3,20,840.0,3,en,0.7711878699522934,1.0,3,0,October 7th Hamas Attacks and Their Aftermath
us,senwhitehouse,1740777884619543006_a,242555999_a,2023-12-29 17:38:21.643000,2023-12-29 16:52:44,"We warned about this in the Budget Commitee and Republicans brought in fossil-fuel-funded climate deniers. One said, no problem, move the cities. Really. https://t.co/fhc1FZtgiy",31,232,515,8628.0,0,en,0.7201991531468892,1.0,0,2,Public Service and Community Engagement
us,repjahanahayes,1740749711131165023_a,1082086081238102018_a,2023-12-29 17:38:21.995000,2023-12-29 15:00:47,"2023 Town by Town Year in Review 
📍Meriden 
📍Middlebury 
📍Morris 
📍New Britain https://t.co/vTL65OXOsi",2,1,2,507.0,0,en,0.6916881320947796,0.0,0,-1,outlier
us,repmcclellan,1740782933567500720_a,1633610542584659970_a,2023-12-29 17:38:22.184000,2023-12-29 17:12:48,"It was an eventful first year in Congress! 

It’s an honor to serve Virginia's Fourth. I am excited to see what we accomplish next year. Take a look at my 2023 Year in Review:
https://t.co/QGYow9ia5F",1,2,7,171.0,0,en,0.6927731304998596,0.0,0,2,Public Service and Community Engagement
us,repswalwell,1740779405566230968_a,942156122_a,2023-12-29 17:38:24.211000,2023-12-29 16:58:47,"RT @BillyRay5229: My pitch for a constitutional amendment:
ANYONE running for office ANYWHERE in America must first take a written test on…",0,122,0,,0,en,0.686666944796563,0.0,0,2,Public Service and Community Engagement
us,repswalwell,1740757465367793806_a,942156122_a,2023-12-29 17:38:24.211000,2023-12-29 15:31:36,"RT @McFaul: This!  Members of Congress, please act as soon as possible.",0,2016,0,,0,en,0.7269130725040635,1.0,0,2,Public Service and Community Engagement
us,repswalwell,1740745503556452749_a,942156122_a,2023-12-29 17:38:24.211000,2023-12-29 14:44:04,Lock her up!,157,148,1546,69907.0,0,en,0.7058933734857643,0.0,0,-1,outlier
us,repmaxmiller,1740789065107345438_a,1610383926446489600_a,2023-12-29 17:38:24.159000,2023-12-29 17:37:10,"It's time to cap off another great season with a win over #Mizzou in the @CottonBowlGame!

@OhioStateFB #GOBUCKS",0,0,1,4.0,0,en,0.6712295851200043,0.0,0,-1,outlier
us,senlaphonza,1740730669037441098_a,1710331160063066113_a,2023-12-29 17:38:24.230000,2023-12-29 13:45:07,"Last week, the Butler SoCal offices volunteered at @WsideFoodBank, a local food bank that works to end hunger in our communities by providing access to free nutritious food through food acquisition and distribution. https://t.co/RqqkboYAYf",1,1,5,397.0,0,en,0.7096802040671146,0.0,0,2,Public Service and Community Engagement
us,repmaxmiller,1740745050282225881_a,1610383926446489600_a,2023-12-29 17:38:24.159000,2023-12-29 14:42:16,"American families need relief from the crushing effects of #Bidenomics &amp; this is the kind of commonsense policy that helps lower costs across the board.

I proudly helped pass the #LowerEnergyCostsAct to unleash #USEnergy &amp; empower American families!",2,0,5,359.0,0,en,0.693446488093818,0.0,0,2,Public Service and Community Engagement
us,repelicrane,1740744745591431602_a,1608891205902794753_a,2023-12-29 17:38:25.095000,2023-12-29 14:41:03,RT @freedomcaucus: House GOP’s New Year Resolution Must Be Cutting Spending https://t.co/gPZLF60kwG,0,39,0,,0,en,0.7351436154791996,1.0,0,2,Public Service and Community Engagement
us,repwilson,1740761386983334261_a,234014087_a,2023-12-29 17:38:25.030000,2023-12-29 15:47:11,"#Throwback to when I hosted @DonLemon and expert panelists to discuss breaking the school-to-prison pipeline by focusing on prevention, not detention.

They call me Frederica “Prevention” Wilson for a reason. Watch our discussion below👇 https://t.co/TplhzVTz6O",1,2,6,439.0,0,en,0.6906663987606518,0.0,0,2,Public Service and Community Engagement
us,repmtg,1740763510664040451_a,1344356576786866176_a,2023-12-29 17:38:24.884000,2023-12-29 15:55:37,"I will NOT vote for a short term or long term continuing resolution to continue to fund the government with Nancy Pelosi’s and Joe Biden’s budget policies and spending levels.

The House must pass our remaining approps bills and tell the Senate to do their job as now 2 government…",1196,949,4829,111962.0,0,en,0.7210035782379984,1.0,0,2,Public Service and Community Engagement
us,potus,1740785659734860251_a,1349149096909668363_a,2023-12-29 17:38:26.417000,2023-12-29 17:23:38,"Together, we've shown the world the power of American possibilities.

And we're not finished yet. https://t.co/3ewMa8GQAl",798,317,1519,95306.0,0,en,0.7239271605335373,1.0,0,-1,outlier
us,repsherrill,1740764615213293980_a,1080569698536878081_a,2023-12-29 17:38:26.967000,2023-12-29 16:00:00,"At the beginning of this year, I was named NJ’s most effective member of Congress.

That’s a title I’ll never take for granted.

This year, I introduced 16 bipartisan bills that address a range of issues facing NJ – from restoring the SALT deduction to curbing climate change. https://t.co/YPEepb6WSh",23,14,70,1395.0,0,en,0.7095472990514271,0.0,0,2,Public Service and Community Engagement
us,repsherrill,1740749516666802238_a,1080569698536878081_a,2023-12-29 17:38:26.967000,2023-12-29 15:00:00,⭐ 2023 Hero Spotlight: James ⭐ https://t.co/OUmswz28mk,10,0,8,976.0,0,en,0.7073083548528949,0.0,0,-1,outlier
us,statedeptspox,1740774656150315435_a,1967216306_a,2023-12-29 17:38:28.774000,2023-12-29 16:39:54,.@SecBlinken on why we need Congress to pass @POTUS Biden’s additional national security funding request. https://t.co/oGI7Os3Wi0,86,29,124,8004.0,0,en,0.7403246297059229,1.0,0,2,Public Service and Community Engagement
us,kamalaharris,1740762104993288360_a,30354991_a,2023-12-29 17:38:30.791000,2023-12-29 15:50:02,"We want to ban assault weapons. Republicans want to ban books.

We are fighting for working people. Republicans are fighting to cut taxes for our country's wealthiest people.

We are investing to fight the climate crisis. Republicans are denying climate change.

Elections matter.",2051,871,3891,246542.0,0,en,0.7404016562565756,1.0,0,2,Public Service and Community Engagement
us,kamalaharris,1740728651841413178_a,30354991_a,2023-12-29 17:38:30.791000,2023-12-29 13:37:06,"RT @VP: In 2023, I had the opportunity to meet so many inspiring small business owners like Tracy in Georgia.
 
As we move into the new yea…",0,1654,0,1.0,0,en,0.6777662103947871,0.0,0,2,Public Service and Community Engagement
us,johncornyn,1740754282381754586_a,13218102_a,2023-12-29 17:38:31.954000,2023-12-29 15:18:57,Hunter Comes Home to Roost by @KimStrassel  https://t.co/4aj7JZfRl4 via @WSJopinion,12,3,8,1823.0,0,en,0.707364508792251,0.0,0,2,Public Service and Community Engagement
us,secblinken,1740780043692040247_a,1350150750966603777_a,2023-12-29 17:38:33.563000,2023-12-29 17:01:19,"Ukrainians have done what no one thought was possible: stood toe to toe with one of the biggest militaries, conceded no territory, and they pushed Russia’s navy back in the Black Sea and opened a corridor to allow them to export grain and other products to the world.",648,303,1308,56538.0,0,en,0.7570737994684578,1.0,0,-1,outlier
us,johncornyn,1740748402319847797_a,13218102_a,2023-12-29 17:38:31.954000,2023-12-29 14:55:35,"California Forever, a project backed by Silicon Valley investors for a new city near a military base, was hatched by a pair of foreign nationals https://t.co/WRoPdvfUXk via @WSJ",7,3,2,1763.0,0,en,0.7288323944179125,1.0,0,2,Public Service and Community Engagement
us,johncornyn,1740737224797540799_a,13218102_a,2023-12-29 17:38:31.954000,2023-12-29 14:11:10,"The document was ratified by popular vote in October 1845 and accepted by the United States Congress on December 29, 1845. On February 19, 1846, President Jones of the Republic of Texas handed over control of the new state government to Governor James Pinckney Henderson.",3,2,10,2149.0,0,en,0.6965191438924561,0.0,0,-1,outlier
us,johncornyn,1740723515077054698_a,13218102_a,2023-12-29 17:38:31.954000,2023-12-29 13:16:41,"Three hundred thousand migrant children have been placed with ""sponsors"" in the US and then abandoned by Biden administration policies.  Many are illegally working in dangerous jobs in violation of child labor laws.  As for the rest, President Biden doesn't know and obviously…",97,40,112,13671.0,0,en,0.732939229374609,1.0,0,1,U.S. Immigration and Border Security
us,johncornyn,1740720495488540907_a,13218102_a,2023-12-29 17:38:31.954000,2023-12-29 13:04:41,"This, by the NYT, is incredibly naive and clueless: ""Experts and officials are still piecing together exactly what’s behind the recent migration swell.""

The answer is M-O-N-E-Y!  Billions collected by human smugglers and drug cartels, coupled with catch-and-release open border…",18,3,21,3829.0,0,en,0.7458593031005634,1.0,0,1,U.S. Immigration and Border Security
us,johncornyn,1740718413482266736_a,13218102_a,2023-12-29 17:38:31.954000,2023-12-29 12:56:25,‘We Are Not Equipped to Deal With This’: Migrant Surge Overwhelms U.S. Border https://t.co/AmWgL0cKnN,12,7,23,5699.0,0,en,0.7616543815689748,1.0,0,1,U.S. Immigration and Border Security
us,michaelgwaltz,1740773443371766027_a,833673914_a,2023-12-29 17:38:36.203000,2023-12-29 16:35:05,Thank you @VolusiaTopGun for a GREAT day on the range with my visiting family - first time shooters! https://t.co/CSRVzi29ZG,1,0,7,579.0,0,en,0.6898601211718239,0.0,0,2,Public Service and Community Engagement
us,michaelgwaltz,1740762122907496752_a,833673914_a,2023-12-29 17:38:36.203000,2023-12-29 15:50:06,"RT @AriFleischer: Make no mistake: Attempts to throw Trump off the ballot are white-collar insurrections, carried out by Democrats in power…",0,1745,0,,0,en,0.7187002235591986,1.0,0,2,Public Service and Community Engagement
